;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Descrição do teste;Resultado esperado;Status;Link para o relatório de bug;;;;;;;;;;;;;;;;;;;;;;
POST/api/v1/courier;;;;;;;;;;;;;;;;;;;;;;;;;
Criar um entregador;201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Tentar criar um entregador com o mesmo login;"409 Conflict - ""message"": ""This login is not available. Try another.""";APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com letras";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 1 caracter";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-1;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 2 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 3 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 9 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 10 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com 11 caracteres";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com caracter especial";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-2;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" com número";400 Bad Request;REPROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""login"" vazio";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador sem o parâmetro ""login""";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com números";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com 3 caracteres
";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-3;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com 4 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com 5 caracteres";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-4;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com caracter especial";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-5;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" com letras";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-6;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""password"" vazio";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador sem o parâmetro ""password""";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com letras";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com 1 caracter";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-7;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com 2 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com 3 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com 9 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com 10 caracteres";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro""firstName""com 11 caracteres";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-7;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com caracter especial";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-8;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" com número";400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-9;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador com o parâmetro ""firstName"" vazio";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Criar um entregador sem o parâmetro ""firstName""";201 Created;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Criar um entregador sem passar o body;400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
DELETE/api/v1/courier/:id;;;;;;;;;;;;;;;;;;;;;;;;;
Deletar um entregador sem pedido associado;200 ok;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Deletar um entregador com pedido associado;200 ok;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-10;;;;;;;;;;;;;;;;;;;;;;
Deletar um entregador não existente;404 Not found;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Deletar um entregador sem passar o ID;404 Not found;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"GET/api/v1/orders/track?t=123456
";;;;;;;;;;;;;;;;;;;;;;;;;
Pesquisar um pedido existente;200 ok;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Pesquisar um pedido não existente;404 Not found;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Pesquisar um pedido sem informar o número;400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Pesquisar um pedido colocando caracter especial no lugar do número;400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-11;;;;;;;;;;;;;;;;;;;;;;
Pesquisar um pedido colocando letras no lugar do número;400 Bad Request;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-12;;;;;;;;;;;;;;;;;;;;;;
PUT/api/v1/orders/cancel;;;;;;;;;;;;;;;;;;;;;;;;;
Cancelar pedido não aceito pela loja;200 ok;REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-13;;;;;;;;;;;;;;;;;;;;;;
Cancelar pedido aceito pela loja;"409 Conflict - ""message"": ""Este pedido já está sendo processado""";REPROVADO;https://carolgonzaga.atlassian.net/browse/ADAUS-14;;;;;;;;;;;;;;;;;;;;;;
Cancelar pedido não existente;404 Not Found;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Cancelar pedido sem passar o número;400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Cancelar pedido sem passar o parâmetro ""track""";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
Cancelar pedido sem passar o body;400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Cancelar o pedido passando o ""track"" com caracter especial";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
"Cancelar o pedido passando o ""track"" com letras";400 Bad Request;APROVADO;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
